ts,version,battery_percent,mode,mode_name,heart_bpm,flags,fall,high_stress,obstacle_near,obstacle_imminent,imu_ax_ms2,imu_ay_ms2,imu_az_ms2,ultra_left_mm,ultra_right_mm,matrix_head_mm,matrix_waist_mm,matrix_head_valid,matrix_waist_valid,pulse_raw,pulse_detected,ultra_left_zone,ultra_right_zone,matrix_head_zone,matrix_waist_zone
2026-04-16 20:32:56.394,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,80,113,110,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:32:56.601,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,160,111,113,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:32:56.827,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,80,111,108,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:32:57.052,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,80,110,109,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:32:57.276,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,111,113,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:32:57.546,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,109,109,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:32:57.726,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,112,113,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:32:57.967,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,111,110,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:32:58.206,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,80,113,114,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:32:58.447,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,160,112,111,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:32:58.626,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,160,111,107,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:32:58.867,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,160,109,115,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:32:59.107,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,80,111,111,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:32:59.347,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,113,112,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:32:59.527,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,111,110,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:32:59.767,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,111,111,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:00.008,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,111,108,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:00.247,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,113,111,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:00.427,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,112,115,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:00.667,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,110,110,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:00.907,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,108,110,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:01.148,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,110,110,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:01.327,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,80,109,108,True,True,0,False,imminent,imminent,imminent,imminent
