ts,version,battery_percent,mode,mode_name,heart_bpm,flags,fall,high_stress,obstacle_near,obstacle_imminent,imu_ax_ms2,imu_ay_ms2,imu_az_ms2,ultra_left_mm,ultra_right_mm,matrix_head_mm,matrix_waist_mm,matrix_head_valid,matrix_waist_valid
2026-04-16T16:48:42.185,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,50,65535,290,False,True
2026-04-16T16:48:42.425,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,50,65535,425,False,True
2026-04-16T16:48:42.605,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,50,65535,297,False,True
2026-04-16T16:48:42.784,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,50,820,538,True,True
2026-04-16T16:48:43.025,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,50,65535,577,False,True
2026-04-16T16:48:43.206,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,51,65535,606,False,True
2026-04-16T16:48:43.445,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,50,65535,657,False,True
2026-04-16T16:48:43.625,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,50,65535,689,False,True
2026-04-16T16:48:43.865,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,50,65535,731,False,True
2026-04-16T16:48:44.044,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,50,65535,756,False,True
2026-04-16T16:48:44.224,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,50,65535,777,False,True
2026-04-16T16:48:44.465,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,50,65535,788,False,True
2026-04-16T16:48:44.644,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,50,65535,798,False,True
2026-04-16T16:48:44.884,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,50,65535,823,False,True
2026-04-16T16:48:45.065,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,50,65535,830,False,True
2026-04-16T16:48:45.245,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,50,65535,833,False,True
2026-04-16T16:48:45.485,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,50,65535,816,False,True
2026-04-16T16:48:45.664,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,50,65535,804,False,True
2026-04-16T16:48:45.905,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,50,65535,823,False,True
2026-04-16T16:48:46.085,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,50,65535,822,False,True
2026-04-16T16:48:46.325,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,50,65535,806,False,True
2026-04-16T16:48:46.504,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,50,65535,819,False,True
2026-04-16T16:48:46.684,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,50,65535,256,False,True
2026-04-16T16:48:46.925,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,50,65535,818,False,True
2026-04-16T16:48:47.104,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,50,65535,820,False,True
2026-04-16T16:48:47.344,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,51,65535,839,False,True
2026-04-16T16:48:47.525,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,50,65535,810,False,True
2026-04-16T16:48:47.704,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,50,65535,823,False,True
2026-04-16T16:48:47.945,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,50,65535,832,False,True
2026-04-16T16:48:48.125,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,50,65535,831,False,True
2026-04-16T16:48:48.365,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,50,65535,809,False,True
2026-04-16T16:48:48.544,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,80,50,65535,819,False,True
