ts,version,battery_percent,mode,mode_name,heart_bpm,flags,fall,high_stress,obstacle_near,obstacle_imminent,imu_ax_ms2,imu_ay_ms2,imu_az_ms2,ultra_left_mm,ultra_right_mm,matrix_head_mm,matrix_waist_mm,matrix_head_valid,matrix_waist_valid
2026-04-16T16:32:55.743,3,0,0,NORMAL,0,0,False,False,False,False,0.0,17.05,9.8,50,80,266,143,True,True
2026-04-16T16:32:55.923,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,50,70,253,143,True,True
2026-04-16T16:32:56.223,3,0,0,NORMAL,0,0,False,False,False,False,0.0,17.05,9.8,50,70,260,141,True,True
2026-04-16T16:32:56.342,3,0,0,NORMAL,0,0,False,False,False,False,0.0,17.05,9.8,50,80,265,142,True,True
2026-04-16T16:32:56.583,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,49,70,257,143,True,True
2026-04-16T16:32:56.763,3,0,0,NORMAL,0,0,False,False,False,False,0.0,17.0,9.8,50,70,254,142,True,True
2026-04-16T16:32:56.943,3,0,0,NORMAL,0,0,False,False,False,False,0.0,17.05,9.8,50,70,253,142,True,True
2026-04-16T16:32:57.183,3,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,50,70,249,143,True,True
2026-04-16T16:32:57.364,3,0,0,NORMAL,0,0,False,False,False,False,0.0,17.05,9.8,49,70,255,144,True,True
2026-04-16T16:32:57.603,3,0,0,NORMAL,0,0,False,False,False,False,0.0,17.05,9.8,50,70,256,142,True,True
2026-04-16T16:32:57.783,3,0,0,NORMAL,0,0,False,False,False,False,0.0,17.05,9.8,50,70,254,142,True,True
2026-04-16T16:32:58.023,3,0,0,NORMAL,0,0,False,False,False,False,0.0,17.05,9.8,50,70,253,142,True,True
2026-04-16T16:32:58.203,3,0,0,NORMAL,0,0,False,False,False,False,0.0,13.3,9.8,50,80,262,144,True,True
2026-04-16T16:32:58.382,3,0,0,NORMAL,0,0,False,False,False,False,0.0,17.05,9.8,50,80,272,141,True,True
2026-04-16T16:32:58.623,3,0,0,NORMAL,0,0,False,False,False,False,0.0,17.05,9.8,50,80,273,141,True,True
2026-04-16T16:32:58.802,3,0,0,NORMAL,0,0,False,False,False,False,0.0,13.3,9.8,50,80,277,142,True,True
2026-04-16T16:32:59.042,3,0,0,NORMAL,0,0,False,False,False,False,0.0,17.05,9.8,50,80,291,143,True,True
2026-04-16T16:32:59.223,3,0,0,NORMAL,0,0,False,False,False,False,0.0,17.0,9.8,50,80,295,142,True,True
2026-04-16T16:32:59.403,3,0,0,NORMAL,0,0,False,False,False,False,0.0,17.05,9.8,48,80,299,143,True,True
2026-04-16T16:32:59.643,3,0,0,NORMAL,0,0,False,False,False,False,0.0,17.05,9.8,50,80,297,144,True,True
2026-04-16T16:32:59.822,3,0,0,NORMAL,0,0,False,False,False,False,0.0,17.05,9.8,50,80,293,144,True,True
2026-04-16T16:33:00.063,3,0,0,NORMAL,0,0,False,False,False,False,0.0,17.05,9.8,50,80,297,143,True,True
2026-04-16T16:33:00.243,3,0,0,NORMAL,0,0,False,False,False,False,0.0,17.05,9.8,49,80,290,142,True,True
